sentences,labels
(3RD,0
BIJAY PRADHAN,0
GRD,0
SUNIL KUMAR RANA,0
(3RD,0
HEMANTA CHHATRAPAL,0
GRD,0
PRABU M,0
GRD,0
16,0
16,0
10,0
8,0
8,0
16,0
16,0
16,0
10,0
16,0
16,0
16,0
8,0
16,0
16,0
11,0
8,0
16,0
16,0
16,0
11,0
16,0
8,0
16,0
16,0
11,0
16,0
16,0
16,0
16,0
o,0
16,0
16,0
16,0
16,0
16,0
8,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
8,0
16,0
16,0
16,0
16,0
8,0
16,0
o,0
16,0
8,0
16,0
16,0
16,0
8,0
16,0
10,0
8,0
16,0
17,0
16,0
16,0
10,0
16,0
16,0
18,0
16,0
16,0
16,0
16,0
16,0
10,0
16,0
30 TOTA,0
16,0
16,0
16,0
16,0
8,0
8,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
11,0
16,0
8,0
8,0
8,0
16,0
16,0
16,0
16,0
11,0
15,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
10,0
16,0
20,0
16,0
16,0
16,0
8,0
16,0
16,0
10,0
16,0
16,0
21,0
16,0
16,0
16,0
16,0
16,0
22,0
16,0
16,0
8,0
16,0
16,0
8,0
8,0
8,0
16,0
23,0
16,0
8,0
16,0
10,0
16,0
16,0
16,0
24,0
16,0
16,0
10,0
16,0
16,0
25,0
8,0
10,0
16,0
16,0
26,0
16,0
16,0
10,0
16,0
27,0
16,0
10,0
16,0
28,0
16,0
10,0
16,0
8,0
29,0
16,0
8,0
16,0
16,0
16,0
16,0
o,0
10,0
16,0
8,0
o,0
16,0
o,0
8,0
8,0
8,0
8,0
8,0
8,0
0,0
o,0
g,0
8,0
8,0
296,0
344,0
344,0
280,0
56,0
160,0
88,0
280,0
80,0
32,0
336,0
40,0
296,0
312,0
32,0
296,0
296,0
336,0
224,0
24,0
224,0
72,0
352,0
168,0
104,0
24,0
80,0
32,0
160,0
240,0
240,0
56,0
208,0
224,0
200,0
232,0
224,0
40,0
40,0
64,0
104,0
56,0
40,0
224,0
184,0
232,0
128,0
24,0
232,0
WIPRO LTD CDC 5,0
ENT CO,0
3373,0
WIPRO L,0
003373 WIPROLT,0
003373 WIPROL,0
003373 WIPROL,0
003373 WIPROLT,0
003373 WIPROL,0
003373 WIPRO LT,0
3373,0
WIPRO LT,0
003373 WIPROLT,0
003373 WIPROLT,0
3373,0
WIPRO LT,0
3373,0
WIPRO LT,0
003373 WIPROLT,0
3373,0
WIPRO,0
3373,0
WIPRO LT,0
3373,0
WIPRO LT,0
3373,0
3373,0
WIPRO,0
3373,0
WIPRO LT,0
003373 WIPRO,0
003373 WIPRO,0
3373,0
3373,0
WIPRO L,0
003373 WIPROLT,0
003373 LT,0
003373 LT,0
003373 WIPRO LT,0
003373 WIPRO LT,0
003373 WIPRO L,0
003373 WIPRO IT,0
3373,0
WIPRO LT,0
003373 WIPRO LT,0
3373,0
wiPRO L,0
3373,0
WIPRO L,0
3313,0
WIPRO LT,0
003373 WIPRO LT,0
003373 LT,0
3373,0
WIPRO LT,0
003373 WIPRO LT,0
003373 WIPRO L,0
003373 WIPRO,0
003373 WIPRO L,0
3373,0
WIPRO LT,0
3373,0
WIPRO LT,0
3373,0
WIPRO L,0
003373 WIPROLT,0
3373,0
WIPRO LT,0
3373,0
WIPRO LT,0
003373 WIPRO LT,0
003373 WIPROLT,0
3373,0
WIPRO LT,0
3373,0
WIPRO LT,0
003373 WIPROIT,0
3373,0
WIPRO IT,0
3373,0
WIPRO LT,0
003373 WIPRO,0
003373 WIPRO LT,0
NT A,0
Emp No.,0
CDC5 870789,0
CDC 5,0
872783,0
CDC 5,0
873052,0
CDC5 873070,0
CDC5 873074,0
CDC5 874127,0
CDC5 874387,0
CDC5 874679,0
CDC5 874800,0
CDC5 875195,0
CDC5 875848,0
CDC5 875984,0
CDC5 876065,0
CDC5 876554,0
CDC5 876745,0
CDC5 877363,0
CDC5 877446,0
CDC5 877a63,0
CDC 5,0
256263,0
COC5 390213,0
CDC5 390381,0
CDC5 453100,0
CDC5 453889,0
CDC5 513326,0
CDC 5 603057,0
CDC 5 603058,0
CDCS 604071,0
CDC 5 605059,0
CDC5 605417,0
CDC 5 606012,0
cocs 606335,0
CDC5 607078,0
CDCS 654615,0
CDC 5,0
665556,0
CDC S,0
665557,0
CDC 5,0
872107,0
872110,0
coc 5,0
CDC 5,0
873012,0
CDC 5,0
873730,0
CDC 5,0
873939,0
CDC 5,0
874380,0
CDC 5,0
875842,0
CDC 5,0
876253,0
CDC 5,0
876384,0
CDC5 876609,0
CDC5 877264,0
CDC5 877269,0
CDC5 877301,0
CDC 5,0
877a61,0
CDC5 877533,0
CDC5 603108,0
CDC5 876905,0
CDC5 876906,0
CDC5 876913,0
CDC5 876915,0
CDC5 353991,0
CDC 5,0
599358,0
Emp Name,0
UMAKANTA NAYAK,0
BASANTA KUMAR DAS,0
RAKESH DATTA,0
KHIRAN TRIPURA,0
BIKRAMMAJUMDER,0
PRABIR PAUL,0
RASHMIKANTA DASH,0
UPENDRA MOHANTY,0
SENTU SARKAR,0
DIPANKAR DAS,0
DEBAKANTA MURMU,0
ALAMIN ISLAM,0
SURAJIT PAL,0
RUPAN SARKAR,0
KISHORE CHANDRA NAYAK,0
SUMANTA BISWAL,0
MANOJ RAUL,0
PRAKASH CHHATRIA,0
SATHYAVANI M,0
K.N_SHANUWAS,0
K.SANTHI,0
S.KAVITHA,0
RMENAGA,0
ANITHA,0
ARUNA M,0
REVATHI S,0
PRATIMA DEBBARMA,0
DEEPA V,0
DEEPA M,0
KANNATHAL R,0
NAGAMMAL S,0
BAKKIYA LAKSHMI R,0
SATHYA R,0
KAGAJI PRADHAN,0
DEEPANJAU PRADHANA,0
C.NAINAMMAL,0
PAMILA PATTAR,0
SENTHAMARAI K,0
MANGAIYARKARASI K,0
KALYANI M,0
BHUVANESHWARI V,0
SELVI A,0
AXIL-A R,0
GANGADEVI S,0
KOHILAM J,0
ARCHANA C,0
BHUVANESWARI S,0
LAKSHMI H,0
KALAISELVI B,0
JAGADEESWARI P,0
PRADEESH K,0
MURALIDHARAN D,0
ELAVARASAN P,0
PERUMAL R,0
BISWANATH PRADHAN,0
RAKESH BASTIA,0
KARTHICK D,0
GRD,0
GRD,0
GRD,0
GRD,0
GRD,0
GND,0
GRD,0
GND,0
GND,0
GND,0
GRO,0
GRO,0
GND,0
GRD,0
GRD,0
GND,0
GRD,0
GND,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LCD,0
LCD,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LGD,0
LCD,0
LGD,0
LGD,0
LGD,0
16 D,0
LGD,0
LGD,0
LGD,0
ACOP,0
ACOP,0
ACOP,0
ACOP,0
ACOP,0
ACOP,0
ACOP,0
16,0
16,0
16,0
16,0
16,0
0,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
8,0
16,0
16,0
16,0
16,0
16,0
16,0
8,0
16,0
16,0
16,0
16,0
16,0
o,0
o,0
16,0
24,0
16,0
8,0
16,0
16,0
16,0
16,0
16,0
16,0
8,0
8,0
16,0
14,0
o,0
16,0
16,0
16,0
o,0
16,0
16,0
16,0
29,0
16,0
8,0
30 TOTA,0
16,0
16,0
16,0
16,0
16,0
8,0
16,0
16,0
16,0
16,0
16,0
8,0
16,0
16,0
8,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
12,0
16,0
16,0
16,0
8,0
16,0
8,0
16,0
16,0
12,0
16,0
8,0
16,0
16,0
8,0
16,0
8,0
16,0
16,0
16,0
8,0
16,0
16,0
16,0
16,0
8,0
8,0
16,0
16,0
8,0
8,0
16,0
19,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
20,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
21,0
16,0
16,0
8,0
16,0
16,0
16,0
16,0
22,0
16,0
16,0
16,0
16,0
16,0
23,0
16,0
16,0
16,0
24,0
16,0
8,0
8,0
8,0
25,0
16,0
16,0
o,0
16,0
16,0
16,0
16,0
26,0
16,0
16,0
16,0
8,0
16,0
16,0
27,0
8,0
16,0
8,0
16,0
16,0
28,0
16,0
16,0
16,0
16,0
16,0
8,0
o,0
8,0
8,0
8,0
8,0
o,0
16,0
8,0
8,0
8,0
8,0
o,0
o,0
16,0
o,0
o,0
o,0
o,0
8,0
o,0
o,0
16,0
o,0
8,0
240,0
136,0
232,0
216,0
232,0
240,0
216,0
240,0
232,0
232,0
232,0
232,0
120,0
16,0
208,0
224,0
240,0
304,0
32,0
176,0
192,0
352,0
248,0
248,0
272,0
304,0
128,0
216,0
56,0
56,0
312,0
16,0
24,0
16,0
200,0
224,0
56,0
64,0
328,0
208,0
136,0
320,0
104,0
32,0
26,0
76,0
WIPRO LTD CDC 5,0
ENT CO LIENT NA,0
003373 W'PROL,0
003373 WIPROL,0
003373 WIPROLT,0
003373 L,0
3373,0
WIPRO L,0
003373 WIPRO L,0
3373,0
WIPRO LT,0
003373 WIPRO L,0
003373 WIPRO LT,0
003373 WIPRO LT,0
003373 WIPRO L,0
003373 WIPRO L,0
NT AD,0
Emp NO.,0
CDC 5,0
191884,0
CDCS 654677,0
CDC5 876923,0
CDC5 876921,0
CDC S,0
197884,0
CDC5 371779,0
CDC S,0
480770,0
CDC 5,0
871930,0
CDC 5,0
876911,0
CDC 5,0
642701,0
CDC 5,0
642717,0
CDC 5,0
642945,0
Em p N am.,0
RAGU RAMAN -J,0
ARAVIND PRIYADHARSHAN,0
SABYASACHI 3ARIK,0
NABAKISHORE MAITY,0
RAGU RAMAN .J,0
SUKANTA KUMAR KAR,0
MOSES DANIEL G,0
AMIYA KUMAR BHAL,0
ARULDOSS V,0
KONA SRINIVAS,0
GOVINOARAJAN A,0
BALAMURUGAN PV,0
DESIGNATION,0
SOF,0
sup,0
GRD,0
ACOPR,0
IDCOPR,0
SUR.OFF,0
Desig,0
IDCOP,0
IDCOP,0
IDCOP,0
IDCOP,0
CTO,0
CTO,0
CTO,0
CTO,0
CTO,0
SURO,0
SURO,0
SURO,0
12,0
16,0
20,0
16,0
16,0
2170,0
16,0
2235,0
16,0
2235,0
2243,0
o,0
2247,0
12,0
16,0
16,0
2103,0
12,0
2091,0
12,0
2223,0
14,0
12,0
12,0
8,0
0,0
2083,0
16,0
12,0
2032,0
16,0
16,0
2194,0
30 TOTA,0
2251,0
2275,0
8,0
2211,0
12,0
16,0
2207,0
16,0
2186,0
16,0
2218,0
o,0
16,0
8,0
8,0
8,0
8,0
12,0
212,0
248,0
188,0
240,0
236,0
208,0
208,0
208,0
152,0
1994,0
HOURS,0
400,0
720,0
4320,0
55592,0
1680,0
1120,0
480,0
568,0
64880,0
2202,0
o,0
12,0
12,0
2194,0
12,0
16,0
12,0
2056,0
22,0
16,0
12,0
2032,0
23,0
8,0
16,0
16,0
2218,0
24,0
16,0
2234,0
25,0
8,0
2210,0
26,0
8,0
2234,0
27,0
12,0
12,0
2170,0
28,0
o,0
o,0
12,0
12,0
2058,0
29,0
16,0
12,0
16,0
12,0
o,0
1952,0
2122 64880,0
P.T.O...,0
LOCATION,0
Vendor Name:,0
Vendor Code: 3,0
Nature of expense,0
1,0
2,0
3,0
(Location IRT Spoc),0
NITIN SATHE,0
(Name of signatory),0
8,0
BILLFOÄWÅR ING NOTE BFN),0
BU/ Organization :,0
incharge,0
T be fi led b the es ec •ve Loca i,0
FMG/Others,0
IRT SPOC,0
Contract NO..,0
Base value,0
263 ggo,0
GL code,0
Cost Center,0
1st Level Location certification,0
(Name of signatory),0
2nd Level Location certification,0
(Name of signatory),0
Internal,0
3rd Level Location certification,0
M.N.RAVICHANDRAN,0
(Name of Signatory),0
(O)JLL,0
aili,0
Proporly ConsUtants Pvt Ltd,0
"1501 Level 15,",0
"A Bandra Kuna Ccvnr,40x. BMdra",0
Murreai. Manalssht'8. 4&051. India,0
Fax,0
State Z;',0
Address:,0
No. 1110.1 Ashoka Estate. 24. Road.,0
•91 11 3314 1000 11 3314,0
'fm fir.anm@ap,0
company CIN No. C091209,0
PAN No:,0
Description,0
'FMS,0
the,0
21st •,0
F..il'lv . Wipf0 Limited PDC-t punc,0
Management services,0
M a ha nor SEZ,0
0K -ro P,0
Process OwnÜ..-,0
Dept. Head .,0
FMC,0
FOR,0
ail' To;,0
Vs!pro Limited,0
Park Phase'. H.npwadi.,0
411057,0
Ship To:,0
Vi/pco Limited,0
W.p•o Eccnomic,0
"2 Raii.,",0
Phasel,0
'-Ing.•aadi. Taluka-Mulshi,0
Purve. India,0
csr,0
Qty,0
27,0
00M,0
PAN:,0
CcoV8Ct,0
of SvgpiT,0
Taxable Value,0
JCL,0
M anarashLa,0
CurrencyANR,0
Performance Indicator,0
Environment Management system,0
Periodic monitoring & testing,0
Audits and EHS Traini,0
Site Operations Incident Management,0
Le al Com iiances,0
Statutory Norms & Compliance,0
Service Level Agreements for EHS performance Metrics,0
Target,0
Target Weigh Weighted Scor,0
Achieved Weight,0
0.2,0
0.2,0
"0.2 ,",0
"0,15",0
0.7,0
9.7,0
Avg Score,0
Remarks,0
1,0
Environment Mana ementS tem as per ISO 14001 Hat/ Non Hazl E Waste Mana ement,0
. Share the EHS COP data without an data discre ncies,0
d. Submission of monthly reports,0
Oor 5,0
0 or S,0
2. periodic Monitoring & Testing,0
3. Audits and ENS Trainin,0
a. Maintain documents as per the clause re uirements of ISO 14001 80 or S,0
b. Coordinate and ensure closure Of all the Internal and External findil O or 5,0
"d, Maintain all trainin records pertaining the FHS trainin",0
4. Site Operations Incident Management,0
"a, First Incident information • Report within a hour",0
O Or 5,0
O ors,0
6. Statut Norms & Compliance,0
"a E waste & Hazardous waste handling, storin and dis si",0
b. Documentation of various HSE practices & rocesses,0
d. Training & develo ment ro rams for HSE at site,0
5,0
5,0
5,0
4,0
5,0
3,0
4,0
5,0
5,0
3,0
5,0
4,0
5,0
4,0
5,0
3,0
5,0
5,0
O or 5,0
0 0 or S,0
O Or S,0
Nostrictgd,0
Performance Ind•cator,0
"House •cepvr,€",0
Hespit&t't'i services,0
Services Center and Mad room,0
Pest Control,0
Serv'ces,0
1. Housekeeping,0
Tacet,0
Achieved,0
Review,0
Meavuren•.erlt,0
W e.t Target We Wei'hted,0
0.25,0
"Score SC ah Average/"" Monthly a' Remarks",0
b. readiness before starting Of business hours and maintain upkeep as per check list,0
E.I. Common area,0
0.2. Rest room,0
bet. Works a•r.e,0
c. Rest • M&jntain FK dernica:s pet standard S or 5,0
d„ Hest roc•m • Ensure Of at,0
e. area . upkeep at times,0
operatiCOS . consumables and S,0
ce area u - cleanin chair vham Oein venct•an 3C minutes 5,0
oate e,0
Ensure,0
h. Ctean. ments - Functional,0
2. Hospitality services ret. Annexure•l for SOP,0
Conference room and Cafeteria,0
a. Of room,0
0_ Cafeteria Floor,0
"Event rn""pvernent",0
"entr#tvice, Washine of utenvles",0
c. Team lunch • Buffet arran,0
d. team retebratians • Audio seating •op and snacks errangentents,0
e. Mana ement events,0
"f, Upkeep Of Stores and Reports",0
dinin'i table,0
3. Service delive center and room,0
throuxh t C or S,0
time mot ae,0
Readiness befve walk J' 5,0
Rpe$iness befOfe throu S,0
Not more than 5,0
montIC S,0
Not more t 01 S,0
Not more than S or 5,0
Not S oc 5,0
"Maintöm inventGO Facit;t•,' walk / O or",0
adherence walk /,0
Co'S,0
Month! review,0
"a : Name E-Mediä, Arena membership report 0 5",0
report 0 or,0
b. Cu key management and Printer paper,0
c. Mai! room •operations,0
d. O . Fax. Scanner Photo,0
pest control,0
"a, Maintain as 52 week schedule",0
b. 'Oder: OintS,0
"a and water bod""",0
"b. P' and Inhouse nurse' , Vermiwm",0
t cro,0
"than c, 5",0
Month! review,0
than S ir,0
Oof S,0
Compliance,0
Performance Indicator,0
Minimum Wages complied as per the recent enactment and monthly submission of proof,0
Maintain labour compliance as per Wipro format,0
Target,0
Achieved,0
5,0
5,0
5,0
Target Weighted Weighted Scor,0
Weight,0
0.35 .,0
25,0
Avg Score,0
Compliance,0
performance Indicator,0
Maximum Score,0
Target,0
Final Score achieved,0
Final Achieved Score (+6),0
Target,0
100%,0
4,0
5,0
125%,0
Achieved,0
Weight,0
5,0
Avg Score,0
5,0
Target Weighted Weighted Scor,0
Sensitroty•,0
. nordnet,0
FAKTURASPECIFIKATION,0
"19801103-8240 Paoea Oliviero, 0508553694",0
Tißöggsavisering,0
Tjänstepensionsförsökring,0
fondförsökling,0
"19810427-7598 otof Dorpö, 0506360275",0
Tiltdggsaviserlng,0
Tjänstepenslonsförsäkring,0
fondlörsdkrlng,0
19820103-7895 Grégolre Bugeon. 0505374590,0
T*llåggsaviserlng,0
TjänstepensionsförsåkrFng,0
fondförsäkring,0
19820921-2953 Erik Schiller Du'va. 0505239520,0
TillåggscviserEng,0
T!önstepensionsförsäkring,0
tondför;äkring,0
"19840913-0443 Isa Marthinsen, 0505240064",0
Tillåggsoviserlng,0
T)änstepensionsförsäkring,0
fondlörsäkring,0
"19851211-2429 Linda Spahiu, 0505374335",0
Tilläggsaviserlng,0
TjönstepenslonsiörsdkrEng,0
fondförsäkring,0
"19860225-4222 Huan Zhao, 0505240007",0
T Illåggsavisering,0
Fjänstepsnsionsförsäkrlng,0
fondförsäkring,0
"19381014-0403 Nadine Gerson Flam, 0505239561",0
Tilfäggsav(sering,0
Tiönstepenslonsförsdkring,0
fondförsäkrjng,0
"19881213-0089 Malin Sandin Alidoost, 0506567796",0
Tlllåggsavlsering,0
Tjdnstepensionsförsäkring,0
fondförsäkring,0
Fakturanr,0
Fakturadatum,0
Premie,0
1 43200,0
7160,0
8 815.00,0
7 160.00,0
30 788.00,0
2 362.00,0
"24 558,00",0
"21 460,00",0
"3 580,00",0
4033539901,0
20190322,0
1 432.00,0
7 160.00,0
30 786100,0
"2 362,00",0
24 55500,0
21 48000,0
"3 580,00",0
Ncrc#let: W-ing AB Gustavslundsvägon 141 Box 14095 SE-;67 14 Brommcs Yel; •46 e 506 335 05 r ax: '46 g 67,0
"psnslon@nordnet.se vruw.nudnet.se Org, 516408-0226 Int*har F-stottsedei Styrelsens üte: Stockholm",0
Location,0
Budget- No. Of Resources,0
A Resource Da,0
General Deployment,0
-28,0
25,0
27.Mg,0
poc -1,0
Attendance •,0
Start Déte,0
End oate,0
"83,161.39037 Month",0
210.43 .18,0
Jun,0
2018,0
Budgeted,0
Manpower,0
-18,0
People Present Oate,0
Budgeted,0
Manpower,0
82,0
82,0
€ 2,0
82,0
82,0
82,0
82,0
82,0
82,0
82,0
82,0
82,0
82,0
'4,0
89,0
82,0
87,0
81,0
92,0
89,0
83,0
82,0
€-:un• 18,0
7-100-18,0
9-1un-18,0
11-Jun-18,0
1é-Jun.18,0
82,0
82,0
82,0
82,0
82,0
82,0
82,0
82,0
people Present,0
84,0
36,0
85,0
93,0
83,0
83,0
so,0
81,0
80,0
Rettrcted,0
Percentage of,0
performance fee,0
Above 90%,0
70<79,0
Below,0
(O)JLL,0
Jonm Lana LaSallo Prcoerfv Ortdia> Pvt Ltd.,0
13,0
A gamlra Kuna Complex. Barwa 'E),0
2266207575,0
CSI No: 2FAAACL2089BIZS code: 27,0
"24, Ron",0
•91 3314 3314,0
finmæ@eg,0
No. 19ü7PIC091209,0
PAN No:,0
Description,0
ORiGlNAL FOR RECIPIENT,0
Våpt0,0
NO 2 Rn9•.• Gmdhi,0
Park Taluka.Mu1shi,0
Pune. 411-057. India,0
CYST No; 27AAACVK)387R3ZL statecoee- 27,0
Ship Te,0
"""Vivo Limited",0
Speciat Zone,0
No 2 candE,0
park MICC,0
Pune. India,0
No: statecoee 27,0
MSN,0
Qty,0
00M,0
Numbet:,0
Oua Data:,0
Cust•mYr IL),0
Contract Number:,0
Of Supvs•:,0
Taxable Value,0
Finance ream,0
13.JuL.2018,0
50292,0
CONOOOI,0
Rupees Million Six Hundred Ninety-One Thousand Three Hundred Ninety Ooh',0
o' Bank: Hong Keog Shanghai Bank,0
Gmdh• ROM Bangäcce • India,0
Name: -'cnes Lacg laSü'le Progeny CGnsultant8 (Indiay Pvt. Ltd.,0
071.'64982-001,0
Swift Code HSBC'NEB Code:,0
Signature,0
"For Proporty (India) Ltd,",0
"Auttuised Sign.tc•t•,•",0
Employees' State Insurance Corporation,0
Contribution History Of 33110557750011101 tor vay2018,0
"rota,J 'P",0
12.286 co,0
SNO.,0
4,0
12,0
17,0
Employer Coatribution,0
tow Contribution,0
45.629 co,0
33.331,0
330769<1011,0
330800234,0
23011002897,0
330B010g7,0
3303042757,0
330800751B,0
3306208141,0
3300016570,0
"33""8019103",0
33taooggS9,0
2300042058,0
33080t13EY,0
255%,0
'P Name,0
NARAS'MHANAIK,0
"EHUSHAt,J",0
SVO.AM,0
*NBOUKAR,0
KHANKAR,0
IRFAN SHAJKH,0
MAGRE,0
PRAVIN HCDAU,0
CHAVAN,0
NARENDRA,0
SAYYEO,0
AKSHAY KANSÉ,0
KRASHNA,0
RAYAPATIL,0
JAOHAv,0
HIRE,0
No. 0',0
3',0
31,0
21,0
31,0
31,0
31,0
18935,0
1881200,0
19425_c0,0
32227,0
17831,0
19859,0
'740' CO,0
'6990.00,0
18841,0
12051,0
2362C co,0
Contribution,0
235 co,0
3020),0
330,0
340,0
328,0
34g,0
319,0
us.oo,0
205,0
3242 •,0
"300,02",0
390,0
701 Eaq.oo,0
printed On:,0
(O)JLL,0
Jones Lang,0
Lwei C E-wtome,0
Gurgaon,0
Deduction,0
12534,0
5395,0
QCS,0
10330,0
Code,0
Sl.Ng.,0
Oesi nation,0
zcsBa,0
267526,0
SAVAN.AR,0
GANESH,0
BALAMURGAN,0
PRAVEEN,0
RAVI SHOSHAN,0
"YAV,'NI",0
SitvSHÅN,0
nss.co,0
aso,0
4377,0
Off oa,0
zoom,0
zco.C0,0
0.03,0
2r.0,0
7c0.co,0
Foe JG•aes Lang proparty •A,0
Authorized ry,0
Rostered,0
1 24,0
Tel .91 3314,0
nnnnnnnnnno,0
iiiiiiiiiiiiiiiiiiiid,0
nnn•nnnnnnn,0
nordnet,0
FAKTURASPEClFtKATlON,0
"19890426-6551 Michael Pedretti, 0506537762",0
Til*dggsovisering,0
Tjönstepensionsförsäkrlng,0
fondfårsåkring,0
19890906-0538 Adam Lewenhauptl 0508558637,0
Tilfäggscvisering,0
Tjänstepensionsförstkr[ng,0
fondfÖr$bkring,0
"19900331-2601 Louise Granath, 0505377965",0
T]lläggsoviserlng,0
T]ånstepsnsionsförsökrlng,0
fondförsåkring,0
19910322-5935 Edoardo cavallazzi. 0506569222,0
Tilläggwvisering,0
Tjånstepenslonsförsökrlng,0
fondförsäkrlng,0
"19911006-2255 Albin Ålander, 0506568190",0
Tllläggsavlserlng,0
TJänstepensionsförsäkrIng,0
fandförsåkring,0
"19911127-3091 Jakob Nyström, 0505374186",0
Tilläggsavisering,0
Tjönstepanslonsfårsökring,0
fondförsdkring,0
"19920626-0508 Emma Wallin, 0507679806",0
Tillöggsaviserlng,0
TJånstepensionsförsäkring,0
fondförsökring,0
"1992619-4585 Lisa Knopp, 0505568166",0
Tilläggsaviscring,0
Tjänstepensionsförsöknag,0
fondförsäkring,0
"19930324-4132 Johannes Nordqvlst, 0505577908",0
Fakturcnr,0
Fakturadotum,0
Sida,0
Premie,0
"2 506,00",0
"6 293,00",0
1 432.00,0
71600,0
7 16000,0
716,0
"2 864,00",0
2 148.00,0
4033339901,0
20190122,0
"506,00",0
5 29100,0
"1 432,00",0
71600,0
5 580.00,0
"7 160,00",0
"716,00",0
2 864.00,0
"2 148,00",0
Tilläggsovlserlng,0
Tjånstepensionsförsäkrlng,0
fondförsåkrlng,0
Nordnet AE GustavslJndsvägen 141 Sox t4095 58167 14 gramma lek R 506 335 05 Fax: •43 8 505 330 67,0
E-mail: pension@rudnet.se wuw.norået.se Org nr. 3.6406-0286 Innehar Styrekens sbte: Ste&olrn,0
CHALLAN,0
MTR Form Number-6,0
Account Head 00280012,0
tyr,0
111B,0
payer Details,0
278Z50242BOP,0
PAN No.(lt MSTOA9S620,0
Full Name,0
"Flat,'BIOCk No.",0
Premises/Building,0
RoadjStreot,0
Area/Locality,0
"Town'City,Oistrict",0
PIN,0
Remarks Of Any),0
JONES LANG LASALLE PROPERTY CONSULT,0
Location,0
MUMBAI,0
Account Head Details,0
321375 oc,0
ChequefDD NO,0
Name of Bank,0
Name of Branch,0
words,0
Three Lakh Twenty One Thousand Three Hundred Seven,0
ty Five Rupees Only,0
STATE BANK OF INDIA,0
Cheque-DD Details,0
URNIOC02468045TR,0
Si natu e Not,0
eri le,0
Dini,0
VIÄTUAL TRFA Y,0
MUMBAI 01,0
Oate: 2018,0
9,0
1554133 1,0
Reason: Sec,0
Location: India,0
"Bar-,k oate RBI oate",0
Bank -Branch,0
SCOO NO. Oate,0
Page,0
0004115/2018061321242 CKGIE66142,0
1424,0
STATE BANK OF INDIA,0
"Mobile No,",0
79826924 '2,0
print oate 19-06-2018,0
SNO.,0
19,0
21,0
22,0
23,0
24,0
25,0
27,0
30,0
32,0
34,0
37,0
36,0
42,0
43,0
45,0
3208042625,0
3206254917,0
3303179527,0
3309179555,0
3308443505,0
3203435709,0
3308435820,0
330844306b,0
3309220462,0
3209405969,0
42576,0
330300270?,0
3308004098,0
3308018730,0
3306019013,0
330804279',0
3303025382,0
3303011681,0
IP Name,0
SHINGARE,0
SANTOSH R.ASAVE,0
MOHO 'MR*N,0
ANIL '.•.'ABLE,0
SATISH,0
GIRME,0
SAD'QUE SHEIKH,0
SATISH POREKAR,0
NAMDEV JAGTAP,0
LOMATE,0
VISHN- SHINOE,0
SHAKH,0
MOHAPAIRA,0
HUDGE,0
O'LtP +.ATHARKAR,0
BABASAHEB MUL LA,0
EASHANYA L OBOW,0
PRAViN BADHE,0
TRUSHN*X.ANI,0
KALYAN,0
BHOSALE,0
VIOYA GAIK'.VAO,0
GOv•JN0 SINGH,0
RAN,0
3',0
31,0
31,0
3',0
31,0
0,0
0,0
1+311.00,0
16325,0
19433 _CO,0
14442,0
19220,0
18902 CO,0
0.02,0
0,0
Contribution,0
323,0
298,0
29800,0
332 co,0
33?,0
33500,0
231,0
3,0
0.02,0
0,0
page 2 or 3,0
R c. son,0
Cn Leave,0
Cn Leave,0
Leave,0
Printed On:,0
SNO.,0
No. Or,0
49,0
52,0
53,0
55,0
56,0
60,0
3305927582,0
3300446205,0
3309305584,0
3307705839,0
3.30E+22,0
3.30E+87,0
330970613t,0
332706199,0
3122541049,0
33'39705627,0
'P Narne,0
KAKAOE,0
BHUPENORA,0
ANAND YERGOLE,0
BHAGWAT,0
SHARANABASAPPA,0
SAVHAOIKLE,0
NOEL OSOUZA,0
JOASH REBELLO,0
KHANCELWAL,0
MUF*EE-NIAJ S,0
CHOU-GULE,0
PALLAVI PAD•NAL,0
VA'BHAv ANOHALE,0
NOEL CSOIJZA,0
20,0
20,0
20,0
17,0
31,0
0,0
0,0
0,0
0,0
8520 CO,0
nogs,0
11680 co,0
12502,0
OOC,0
Conti ibution,0
d. 00,0
0,0
0,0
0,0
20g,0
219 CO,0
172 co,0
186,0
page 3 3,0
30900M,0
printed on:,0
ChallanDoubleVerification,0
ESIC,0
https:Ywww.esic.in/lnsuranceGlohalWebV3/RevenueOne/Monthly Con...,0
Employees' State Insurance Corporation,0
33'!CSSFS00t110t,0
Contribution :,0
ChallanOoubleVerification,0
Employer'S Code NO.:,0
Transaction Details,0
Transaction status:,0
Employer's Code NO:,0
Employer's Name:,0
Challan period:,0
Transaction Number:,0
Insurance,0
